date,premise_code,item_code,price,premise,address,premise_type,state,district
2024-01-16,16547,2,8.99,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-01-17,2573,2,10.6,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-17,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-01-17,14811,2,11.2,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-17,16547,2,7.99,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-01-18,2573,2,10.6,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-18,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-01-18,14811,2,11.2,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-18,16547,2,7.99,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-01-19,2573,2,10.6,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-19,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-01-19,14811,2,11.2,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-19,16547,2,7.98,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-01-20,2573,2,10.6,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-20,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-01-20,14811,2,11.2,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-20,16547,2,8.49,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-01-21,2573,2,10.6,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-21,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-01-21,14811,2,11.2,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-21,16547,2,7.98,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-01-22,2573,2,10.6,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-22,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-01-22,14811,2,10.8,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-22,16547,2,8.49,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-01-23,2573,2,10.6,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-23,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-01-23,14811,2,10.8,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-23,16547,2,8.49,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-01-24,2573,2,10.6,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-24,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-01-24,14811,2,10.8,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-24,16547,2,8.49,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-01-26,2573,2,10.6,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-26,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-01-26,14811,2,10.8,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-26,16547,2,8.39,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-01-27,2573,2,10.6,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-27,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-01-27,14811,2,10.8,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-27,16547,2,7.99,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-01-28,2573,2,10.6,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-28,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-01-28,14811,2,10.8,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-29,2573,2,10.6,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-29,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-01-29,14811,2,10.2,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-30,2573,2,10.6,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-30,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-01-30,14811,2,10.2,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-31,2573,2,10.6,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-31,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-01-31,14811,2,10.2,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-04,2573,2,9.6,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-04,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-03-04,14811,2,10.0,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-05,2573,2,9.6,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-05,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-03-05,14811,2,10.0,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-06,2573,2,9.6,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-06,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-03-06,14811,2,10.0,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-07,2573,2,9.6,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-07,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-03-07,14811,2,10.0,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-08,2573,2,9.6,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-08,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-03-08,14811,2,10.0,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-09,2573,2,9.6,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-09,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-03-09,14811,2,10.0,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-10,2573,2,9.6,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-10,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-03-10,14811,2,9.9,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-11,2573,2,9.6,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-11,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-03-11,14811,2,9.9,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-11,16547,2,8.99,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-03-12,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-03-12,14811,2,9.9,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-12,16547,2,8.99,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-03-13,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-03-13,14811,2,9.9,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-13,16547,2,8.99,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-03-14,14811,2,9.9,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-14,16547,2,8.99,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-03-15,2573,2,10.0,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-15,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-03-15,14811,2,9.9,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-15,16547,2,8.79,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-03-16,2573,2,10.0,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-16,14811,2,9.9,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-16,16547,2,8.79,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-03-17,2573,2,10.0,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-17,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-03-17,14811,2,9.9,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-17,16547,2,8.79,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-03-18,2573,2,10.0,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-18,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-03-18,14811,2,9.9,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-18,16547,2,8.79,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-03-19,2573,2,10.0,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-19,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-03-19,14811,2,10.3,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-19,16547,2,9.09,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-03-20,2573,2,10.0,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-20,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-03-20,14811,2,10.3,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-20,16547,2,9.09,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-03-21,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-03-21,14811,2,10.3,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-21,16547,2,8.49,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-03-22,2573,2,10.0,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-22,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-03-22,14811,2,10.3,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-23,2573,2,10.0,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-23,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-03-23,14811,2,10.3,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-24,2573,2,10.0,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-24,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-03-24,14811,2,10.3,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-24,16547,2,8.49,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-03-25,2573,2,10.0,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-25,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-03-25,14811,2,10.6,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-26,2573,2,10.0,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-26,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-03-26,14811,2,10.6,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-27,2573,2,10.0,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-03-27,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
